,DATE,DocumentIdentifier,V2Tone,Themes,Organizations,FinalThemes
1380,20230417121500,https://cnsnews.com/article/international/patrick-goodenough/son-shah-visits-israel-promote-ancient-bond-between,-1.53846153846154,GENERAL_GOVERNMENT;TAX_FNCACT;TAX_FNCACT_FATHER;TAX_ETHNICITY;TAX_ETHNICITY_PALESTINIAN;TERROR;ARMEDCONFLICT;TAX_RELIGION;TAX_RELIGION_JEWISH;TAX_ETHNICITY_JEWISH;TAX_RELIGION_ISLAMIC;TAX_ETHNICITY_IRANIAN;MANMADE_DISASTER_IMPLIED;TAX_ETHNICITY_PERSIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_PERSIAN;TAX_FNCACT_KING;EXILE;CRISISLEX_CRISISLEXREC;WB_2433_CONFLICT_AND_VIOLENCE;WB_2465_REVOLUTIONARY_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2462_POLITICAL_VIOLENCE_AND_WAR;TAX_FNCACT_MINISTER;MARITIME_INCIDENT;MARITIME;TAX_FNCACT_PRINCE;TAX_FNCACT_CROWN_PRINCE;EXTREMISM;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;MEDIA_SOCIAL;DEMOCRACY;UNGP_POLITICAL_FREEDOMS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;SELF_IDENTIFIED_HUMAN_RIGHTS;WB_2203_HUMAN_RIGHTS;UNGP_CRIME_VIOLENCE;UNGP_FORESTS_RIVERS_OCEANS;SLFID_NATURAL_RESOURCES;WB_471_ECONOMIC_GROWTH;WB_1078_DETERMINANTS_OF_GROWTH;WB_1079_COMMODITIES_AND_RESOURCES;TAX_TERROR_GROUP;TAX_TERROR_GROUP_HEZBOLLAH;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_HEZBOLLAH;JIHAD;TAX_TERROR_GROUP_ISLAMIC_JIHAD;TAX_TERROR_GROUP_PALESTINIAN_ISLAMIC_JIHAD;TAX_TERROR_GROUP_HAMAS;TAX_POLITICAL_PARTY_HAMAS;TAX_RELIGION_MOSQUE;TAX_FNCACT_LEADERS;TAX_FNCACT_LEADER;TAX_FNCACT_GUARD;TAX_FNCACT_COMMANDERS;TAX_TERROR_GROUP_RESISTANCE_FRONT;PROTEST;TAX_FNCACT_DEMONSTRATORS;TAX_WORLDLANGUAGES_BORNA;TAX_FNCACT_DEMONSTRATORS;TAX_ETHNICITY_IRANIANS;TAX_FNCACT_QUEEN;SELF_IDENTIFIED_ATROCITY;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;SOC_ECONCOOP;TAX_ETHNICITY_ARAB;TAX_FNCACT_CAMPAIGNER;TAX_FNCACT_DIRECTOR;CRISISLEX_T11_UPDATESSYMPATHY;RELIGION;TAX_FNCACT_AUTOCRAT;EPU_POLICY;EPU_POLICY_GOVERNMENT;EPU_POLICY_POLITICAL;CRISISLEX_T03_DEAD;ARREST;TAX_WORLDLANGUAGES_AMINI;TAX_FNCACT_WOMAN;SOC_GENERALCRIME;CRISISLEX_C07_SAFETY;SECURITY_SERVICES;TAX_FNCACT_POLICE;TAX_FNCACT_CHILDREN;KILL;UNREST_CRACKDOWN;WB_137_WATER;AGRICULTURE;WATER_SECURITY;CORRUPTION;TAX_FNCACT_REPRESENTATIVES;TAX_RELIGION_BAHAI;TAX_ETHNICITY_BAHAI;,['twitter inc'],"GENERAL_GOVERNMENT,TAX_ETHNICITY,TERROR,ARMEDCONFLICT,MANMADE_DISASTER_IMPLIED,EXILE,MARITIME_INCIDENT,MARITIME,EXTREMISM,DEMOCRACY,SELF_IDENTIFIED_HUMAN_RIGHTS,SLFID_NATURAL_RESOURCES,TAX_TERROR_GROUP,JIHAD,PROTEST,SELF_IDENTIFIED_ATROCITY,SOC_ECONCOOP,ARREST,SOC_GENERALCRIME,SECURITY_SERVICES,KILL,AGRICULTURE,WATER_SECURITY,CORRUPTION"
1385,20230417121500,https://finance.yahoo.com/news/briacell-presents-positive-data-demonstrating-114500900.html,-0.354819633353046,CRISISLEX_C03_WELLBEING_HEALTH;RECRUITMENT;TAX_DISEASE;TAX_DISEASE_CANCER;WB_1406_DISEASES;WB_1431_CANCER;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;TAX_DISEASE_BREAST_CANCER;WB_1614_NUTRITIONAL_PROGRAMS;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1615_THERAPEUTIC;WB_1466_SOCIAL_ASSISTANCE;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_FNCACT;TAX_FNCACT_CANDIDATE;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_FNCACT_PROFESSOR;GENERAL_HEALTH;MEDICAL;WB_1331_HEALTH_TECHNOLOGIES;WB_1350_PHARMACEUTICALS;TAX_FNCACT_PRINCIPAL;TAX_FNCACT_INVESTIGATOR;TRIAL;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;KILL;MANMADE_DISASTER_IMPLIED;WB_1448_DEMOGRAPHIC_CHANGE;WB_2666_LIFE_EXPECTANCY;TAX_DISEASE_HYPERSENSITIVITY;HEALTH_VACCINATION;WB_642_CHILD_HEALTH;WB_1459_IMMUNIZATIONS;WB_639_REPRODUCTIVE_MATERNAL_AND_CHILD_HEALTH;UNGP_HEALTHCARE;TAX_DISEASE_TUMOR;TAX_DISEASE_MICRONUCLEI;UNGP_FORESTS_RIVERS_OCEANS;TAX_ETHNICITY_CANADIAN;EPU_POLICY;EPU_POLICY_REGULATORY;TAX_FNCACT_AUTHORITIES;CRISISLEX_CRISISLEXREC;EPU_POLICY_AUTHORITIES;EPU_CATS_REGULATION;EPU_CATS_FINANCIAL_REGULATION;LEGISLATION;EPU_POLICY_LAW;ECON_STOCKMARKET;USPEC_POLICY1;EPU_POLICY_REGULATION;TAX_FNCACT_CEO;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT_DIRECTOR;TAX_FNCACT_INVESTOR;,['nasdaq inc'],"TAX_DISEASE,TAX_ETHNICITY,EDUCATION,GENERAL_HEALTH,MEDICAL,TRIAL,KILL,MANMADE_DISASTER_IMPLIED,HEALTH_VACCINATION,LEGISLATION,ECON_STOCKMARKET"
1402,20230417121500,https://www.pinkvilla.com/entertainment/south/samantha-ruth-prabhu-shares-a-glimpse-of-what-she-is-up-to-after-the-release-of-shaakuntalam-1217038,1.8018018018018,TAX_ETHNICITY;TAX_ETHNICITY_TAMIL;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_TAMIL;TAX_ETHNICITY_TELUGU;TAX_WORLDLANGUAGES_TELUGU;TAX_FNCACT;TAX_FNCACT_ACTRESS;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;WB_2670_JOBS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_ETHNICITY_INDIAN;TAX_WORLDLANGUAGES_KUSHI;,['instagram'],TAX_ETHNICITY
1414,20230417121500,https://ktbb.com/post/?p=1218437,-9.83606557377049,MANMADE_DISASTER_IMPLIED;PUBLIC_TRANSPORT;RAIL_INCIDENT;MANMADE_DISASTER;MANMADE_DISASTER_TRAIN_COLLISION;WOUND;EMERG_HAZMAT;MANMADE_DISASTER_DERAILMENT;CRISISLEX_CRISISLEXREC;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_T02_INJURED;TAX_FNCACT;TAX_FNCACT_EMPLOYEES;TAX_FNCACT_SPOKESPERSON;TAX_FNCACT_ENGINEER;TAX_FNCACT_CONDUCTOR;WB_1428_INJURY;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;MANMADE_DISASTER_DERAILED;TAX_FOODSTAPLES;TAX_FOODSTAPLES_GRAIN;,['union pacific corp'],"MANMADE_DISASTER_IMPLIED,PUBLIC_TRANSPORT,RAIL_INCIDENT,MANMADE_DISASTER,WOUND,TAX_FOODSTAPLES"
1415,20230417121500,https://mothership.sg/2023/04/stella-huang-son-leaves-singapore/,3.21285140562249,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_YEH;TAX_FNCACT;TAX_FNCACT_FATHER;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;BULLYING;UNGP_FREEDOM_FROM_DISCRIMINATION;TAX_FNCACT_CHILD;TAX_FNCACT_BABY;WB_2936_GOLD;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;,['instagram'],"EDUCATION,BULLYING"
1434,20230417121500,http://www.itnewsonline.com/GlobeNewswire/Descartes-eBookings-for-Ocean-Shipment-Management-Now-an-SAP-Endorsed-App-Available-on-SAP-Store/58965,4.07801418439716,UNGP_FORESTS_RIVERS_OCEANS;ECON_STOCKMARKET;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;TAX_FNCACT;TAX_FNCACT_EXECUTIVE;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_VICE_PRESIDENT;TAX_FNCACT_EXECUTIVE_VICE_PRESIDENT;CRISISLEX_C07_SAFETY;EPU_ECONOMY_HISTORIC;KILL;SOC_INNOVATION;TAX_FNCACT_LEADER;WB_135_TRANSPORT;WB_698_TRADE;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HEADQUARTERS;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1042_TRADEMARKS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;,['twitter inc'],"ECON_STOCKMARKET,KILL"
1437,20230417121500,https://www.manchestereveningnews.co.uk/news/showbiz-news/amanda-holden-details-reason-american-26713256,2.93577981651376,TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;MEDIA_MSM;TAX_FNCACT;TAX_FNCACT_JUDGE;TAX_FNCACT_SINGER;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;MEDIA_SOCIAL;TAX_FNCACT_JUDGES;,['instagram'],"TAX_ETHNICITY,EDUCATION"
1449,20230417121500,https://www.jagonews24.com/en/international/news/67963,-0.576368876080692,MEDIA_SOCIAL;TAX_FNCACT;TAX_FNCACT_AUTHORITIES;CRISISLEX_CRISISLEXREC;EPU_POLICY;EPU_POLICY_AUTHORITIES;CRISISLEX_O01_WEATHER;TAX_ETHNICITY;TAX_ETHNICITY_ARAB;TAX_RELIGION;TAX_RELIGION_ISLAMIC;,['twitter inc'],TAX_ETHNICITY
1459,20230417121500,https://www.dailystar.co.uk/showbiz/us-showbiz/fear-factor-featured-stomach-churning-29729681,-3.88127853881279,EPU_CATS_MIGRATION_FEAR_FEAR;BAN;MEDIA_SOCIAL;MEDIA_MSM;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_FOX;TAX_DISEASE;TAX_DISEASE_VOMITING;TAX_FNCACT;TAX_FNCACT_CAMERAMEN;MANMADE_DISASTER_IMPLIED;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;AFFECT;,"['facebook inc', 'instagram']","BAN,TAX_DISEASE,MANMADE_DISASTER_IMPLIED,TAX_ETHNICITY"
1467,20230417121500,https://carsonnow.org/?search_theme_form=Planning%20commission%20&op=Search&form_build_id=form-w5lMqh_CBDF_CAaOOTyGHwSs331OWHoQDf7IEBvFpPg&form_id=search_theme_form,1.36727958510137,TAX_FNCACT;TAX_FNCACT_DIRECTOR;EDUCATION;MANMADE_DISASTER_IMPLIED;LEADER;,['walt disney co'],"EDUCATION,MANMADE_DISASTER_IMPLIED"
1468,20230417121500,https://www.europesun.com/news/273752988/russia-deputy-prime-minister-arrives-in-india-for-trade-talks,0.99403578528827,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_RUSSIA;TAX_FNCACT;TAX_FNCACT_DEPUTY;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;EPU_ECONOMY_HISTORIC;WB_698_TRADE;GOV_INTERGOVERNMENTAL;MEDIA_SOCIAL;TAX_ETHNICITY;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES_RUSSIAN;GENERAL_GOVERNMENT;EPU_ECONOMY;SOC_ECONCOOP;EPU_POLICY;EPU_POLICY_GOVERNMENT;TAX_ETHNICITY_INDIAN;,['twitter inc'],"GOV_INTERGOVERNMENTAL,TAX_ETHNICITY,GENERAL_GOVERNMENT,SOC_ECONCOOP"
1491,20230417121500,https://www.timesnownews.com/technology-science/jabra-launches-new-evolve2-and-speak2-ranges-to-empower-hybrid-workers-article-99558197,2.88808664259928,TAX_FNCACT;TAX_FNCACT_WORKERS;WB_678_DIGITAL_GOVERNMENT;WB_2943_SWITCHES;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;ARMEDCONFLICT;AGRICULTURE;TAX_FNCACT_FARMERS;WB_694_BROADCAST_AND_MEDIA;TAX_FNCACT_SPEAKER;WB_2601_TRADE_LINKAGES_SPILLOVERS_AND_CONNECTIVITY;WB_772_TRADE_FACILITATION_AND_LOGISTICS;WB_699_URBAN_DEVELOPMENT;WB_866_CONNECTIVITY_AND_LAGGING_REGIONS;WB_698_TRADE;WB_797_NATIONAL_URBAN_POLICIES;SOC_INNOVATION;,['google'],"ARMEDCONFLICT,AGRICULTURE"
1496,20230417121500,https://www.wsiltv.com/news/illinois/jbt-releases-2022-environmental-social-and-governance-esg-report/article_af6f10db-b4a3-5e4c-8b18-e7a09f131f64.html,3.76670716889429,EPU_ECONOMY_HISTORIC;ECON_STOCKMARKET;MANMADE_DISASTER_IMPLIED;UNGP_FORESTS_RIVERS_OCEANS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_831_GOVERNANCE;GENERAL_HEALTH;MEDICAL;LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_EXECUTIVE_OFFICER;TAX_FNCACT_CHIEF_EXECUTIVE_OFFICER;TAX_FNCACT_EMPLOYEES;AFFECT;TECH_AUTOMATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_1804_AIRPORTS;PROTEST;TAX_FNCACT_EMPLOYEE;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;TAX_FNCACT_PEERS;ENV_CLIMATECHANGE;UNGP_CLIMATE_CHANGE_ACTION;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;SOC_INNOVATION;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;MEDIA_SOCIAL;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EPU_CATS_REGULATION;,"['twitter inc', 'facebook inc']","ECON_STOCKMARKET,MANMADE_DISASTER_IMPLIED,GENERAL_HEALTH,MEDICAL,PROTEST,TAX_ETHNICITY,ENV_CLIMATECHANGE"
1519,20230417121500,https://krro.com/2023/04/16/netflix-down-for-more-than-11000-us-users-downdetector/,-4.16666666666667,SHORTAGE;,['netflix inc'],SHORTAGE
1522,20230417121500,https://www.dailypioneer.com/2023/business/higher-interest-rate-increases-repayment-amount--limits-refinancing-options-for-sme-borrowers-with-loans-against-property--moody-s.html,-3.03030303030303,ECON_INTEREST_RATES;EPU_POLICY;EPU_POLICY_INTEREST_RATES;EPU_CATS_MONETARY_POLICY;ECON_DEBT;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_450_DEBT;EPU_POLICY_INTEREST_RATE;TAX_ECON_PRICE;WB_336_NON_BANK_FINANCIAL_INSTITUTIONS;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_332_CAPITAL_MARKETS;TAX_ETHNICITY;TAX_ETHNICITY_INDIAN;WB_612_HOUSING_FINANCE;ECON_HOUSING_PRICES;USPEC_POLICY1;EPU_POLICY_POLICY;ECON_INFLATION;WB_442_INFLATION;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;ECON_STOCKMARKET;,"[""moody's corp""]","ECON_INTEREST_RATES,ECON_DEBT,TAX_ETHNICITY,ECON_HOUSING_PRICES,GENERAL_GOVERNMENT,ECON_STOCKMARKET"
1532,20230417121500,https://www.dailypioneer.com/2023/state-editions/---bjp-has-instructed-cbi-to-arrest-me---.html,-4.03508771929825,TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_MINISTER;ARREST;CRISISLEX_CRISISLEXREC;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_JAIL;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;TAX_FNCACT_OFFICIALS;SOC_POINTSOFINTEREST_HEADQUARTERS;TAX_FNCACT_OFFICIAL;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;CORRUPTION;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_1014_CRIMINAL_JUSTICE;MEDIA_SOCIAL;SOC_GENERALCRIME;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_FNCACT_LEADER;TAX_FNCACT_LEADERS;CRISISLEX_C07_SAFETY;CRISISLEX_T11_UPDATESSYMPATHY;ECON_TAXATION;EPU_POLICY_TAX;EPU_CATS_TAXES;SLUMS;TAX_FNCACT_MAN;KILL;CRISISLEX_T03_DEAD;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_BHARAT;TAX_FNCACT_DEPUTY;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;TAX_FNCACT_TRADERS;TAX_FNCACT_BUSINESSMEN;,['twitter inc'],"ARREST,TAX_ETHNICITY,CORRUPTION,SOC_GENERALCRIME,ECON_TAXATION,SLUMS,KILL,GENERAL_GOVERNMENT"
1537,20230417121500,https://www.azonano.com/article.aspx?ArticleID=6436,1.46231721034871,UNGP_FORESTS_RIVERS_OCEANS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMANS;GENERAL_HEALTH;TAX_DISEASE;TAX_DISEASE_DISEASE;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;UNGP_HEALTHCARE;SCIENCE;MOVEMENT_GENERAL;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;WB_1331_HEALTH_TECHNOLOGIES;WB_1350_PHARMACEUTICALS;TAX_DISEASE_DISEASES;TAX_DISEASE_CANCER;WB_1431_CANCER;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;EPU_ECONOMY_HISTORIC;MEDICAL;CRISISLEX_C03_WELLBEING_HEALTH;SOC_EMERGINGTECH;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;TAX_WORLDMAMMALS_HUMAN;,['ibm'],"GENERAL_HEALTH,TAX_DISEASE,SCIENCE,MOVEMENT_GENERAL,LEGISLATION,MEDICAL"
1540,20230417121500,https://www.beveragedaily.com/Article/2023/04/14/blast-from-the-past-nostalgia-drives-food-and-beverage-brands-back-to-the-present-and-future,5.26315789473684,GENERAL_HEALTH;HEALTH_PANDEMIC;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2167_PANDEMICS;UNGP_HEALTHCARE;TAX_ETHNICITY;TAX_ETHNICITY_AMERICANS;MOVEMENT_GENERAL;MEDIA_SOCIAL;TAX_FNCACT;TAX_FNCACT_KING;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;EPU_ECONOMY_HISTORIC;,"[""mcdonald's corp""]","GENERAL_HEALTH,HEALTH_PANDEMIC,TAX_ETHNICITY,MOVEMENT_GENERAL"
1566,20230417121500,https://www.niagarafallsreview.ca/ts/politics/political-opinion/2023/04/17/justin-trudeau-chickened-out-on-some-tough-decisions-here-are-3-that-could-have-made-his-life-easier-today.html,-2.07986688851914,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;SOC_EXPRESSREGRET;TAX_FNCACT;TAX_FNCACT_LEADER;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;EPU_POLICY;EPU_POLICY_POLITICAL;TRANSPARENCY;LEGISLATION;USPEC_POLITICS_GENERAL1;USPEC_POLICY1;EPU_POLICY_LEGISLATION;EPU_POLICY_LAW;USPEC_UNCERTAINTY1;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;BAN;EPU_ECONOMY_HISTORIC;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_SEAL;TRAFFIC;CORRUPTION;TAX_FNCACT_POLITICIANS;TAX_FNCACT_AMBASSADOR;TAX_FNCACT_CONSULTANTS;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_T11_UPDATESSYMPATHY;MOVEMENT_GENERAL;TAX_FNCACT_POLITICOS;EPU_POLICY_REFORM;ELECTION;CRISISLEX_CRISISLEXREC;WB_1948_SUBSIDIES;WB_695_POVERTY;WB_706_EVIDENCE_BASED_POLICY;UNREST_CRACKDOWN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_TIEN;SOC_POLARIZED;TAX_WEAPONS;TAX_WEAPONS_GUN;FIREARM_OWNERSHIP;POLITICAL_TURMOIL;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_DEMOCRATS;GRIEVANCES;EPU_POLICY_POLICY;TAX_FNCACT_FATHER;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;UNGP_POLITICAL_FREEDOMS;TAX_FNCACT_COLUMNIST;,['twitter inc'],"EDUCATION,TRANSPARENCY,LEGISLATION,GENERAL_GOVERNMENT,BAN,TRAFFIC,CORRUPTION,MOVEMENT_GENERAL,ELECTION,TAX_WEAPONS,FIREARM_OWNERSHIP,POLITICAL_TURMOIL,GRIEVANCES"
1569,20230417121500,https://www2.fundsforngos.org/youth-adolescents/2023-emerging-leaders-program-in-cameroon/,4.75,TAX_FNCACT;TAX_FNCACT_LEADERS;DEMOCRACY;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;RECRUITMENT;TAX_ECON_PRICE;USPEC_UNCERTAINTY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;ECON_ENTREPRENEURSHIP;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_831_GOVERNANCE;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;SELF_IDENTIFIED_HUMAN_RIGHTS;WB_2203_HUMAN_RIGHTS;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_LEADER;UNGP_POLITICAL_FREEDOMS;TAX_FNCACT_CITIZEN;MEDIA_MSM;TAX_FNCACT_CANDIDATE;TAX_ETHNICITY;TAX_ETHNICITY_ENGLISH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_ENGLISH;,['public service enterprise group inc'],"DEMOCRACY,ECON_ENTREPRENEURSHIP,SELF_IDENTIFIED_HUMAN_RIGHTS,TAX_ETHNICITY"
1572,20230417121500,https://www.halsteadgazette.co.uk/news/23459428.holly-willoughby-miss-itvs-morning-due-shingles/,-0.737100737100737,MEDIA_MSM;TAX_DISEASE;TAX_DISEASE_SHINGLES;AFFECT;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;GENERAL_HEALTH;TAX_DISEASE_INFECTION;TAX_DISEASE_RASH;TAX_DISEASE_HEADACHE;TAX_FNCACT;TAX_FNCACT_SUPPORTER;CRISISLEX_T11_UPDATESSYMPATHY;,['instagram'],"TAX_DISEASE,GENERAL_HEALTH"
1581,20230417121500,https://finance.yahoo.com/news/progressive-corporation-pgr-declined-due-114317939.html,0.961538461538462,ECON_STOCKMARKET;WB_678_DIGITAL_GOVERNMENT;WB_667_ICT_INFRASTRUCTURE;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_1973_FINANCIAL_RISK_REDUCTION;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_337_INSURANCE;WB_1967_AGRICULTURAL_RISK_AND_SECURITY;TAX_FNCACT;TAX_FNCACT_INVESTOR;TAX_FNCACT_INSIDER;,['progressive corp'],ECON_STOCKMARKET
